.......ap57..........     .......ap90..........
 30709 vft               26851 vft         
 30717 vfD               26857 vfD         
 30731 vfndArakAyati      ---------------
 30734 vfS               26873 vfS         
 30740 vfz               26876 vfz         
 30749 vfzasyati         26883 vfzasyati   
 30754 vfzAyate          26888 vfzAyate    
 30770 vF                26905 vF          
 30771 ve                26906 ve          
 30784 veR               26915 veR         
 30805 veT               26936 veT         
 30811 vedApayati        26941 vedApayati  
 30830 ven               26959 ven         
 30833 vep               26962 vep         
 30841 vel               26969 vel         
 30844 velAkf            ---------------
 30847 vell              26972 vell        
 30853 vevI              26978 vevI        
 30869 vezw              26991 vezw        
 30877 ves               26999 ves         
 30881 veh               27002 veh         
 30884 vehl              27005 vehl        
 30885 vE                27006 vE          
 31026 vErAyate          27113 vErAyate    
 31126 vyaMs             27178 vyaMs       
 31147 vyaktIkf          27194 vyaktIkf    
 31148 vyaktIBU          27195 vyaktIBU    
 31135 vyaNgayati        27183 vyaMgayati  
 31140 vyac              27187 vyac        
 31144 vyaYj             27191 vyaMj       
 31154 vyatikF           27201 vyatikF     
 31158 vyatikram         27205 vyatikram   
 31164 vyatiyu           27206 vyatiyu     
 31173 vyatizaYj         27213 vyatizaMj   
 31179 vyatI             27217 vyatI       
 31183 vyatyas           27221 vyatyas     
 31186 vyaT              27224 vyaT        
 31191 vyaD              27229 vyaD        
 31199 vyap              27236 vyap        
 31200 vyapakfz          27237 vyapakfz    
 31202 vyapagam          27239 vyapagam    
 31205 vyapatrap         27242 vyapatrap   
 31207 vyapadiS          27244 vyapadiS    
 31219 vyapaSri          ---------------
 31225 vyape             27255 vyape       
 31227 vyapekz           27257 vyapekz     
 31234 vyapoh            27263 vyapoh      
 31236 vyaBicar          27265 vyaBicar    
 31243 vyay              27269 vyay        
 31252 vyavacCid         27278 vyavacCid   
 31258 vyavaDA           27281 vyavaDA     
 31266 vyavaso           27287 vyavaso     
 31271 vyavasTA          27291 vyavasTA    
 31280 vyavahf           27300 vyavahf     
 31291 vyave             27309 vyave       
 31295 vyaS              27313 vyaS        
 31299 vyas              27315 vyas        
 31308 vyAkulayati       27323 vyAkulayati 
 31310 vyAkulIkf         27325 vyAkulIkf   
 31311 vyAkulIBU         27326 vyAkulIBU   
 31313 vyAkf             27328 vyAkf       
 31322 vyAkzip           27334 vyAkzip     
 31327 vyAKyA            27338 vyAKyA      
 31345 vyAdA             27351 vyAdA       
 31348 vyAdiS            27354 vyAdiS      
 31361 vyAp              27364 vyAp        
 31369 vyApad            27372 vyApad      
 31376 vyApf             27379 vyApf       
 31393 vyAyam            27390 vyAyam      
 31414 vyAvf             27407 vyAvf       
 31417 vyAvft            27410 vyAvft      
 31424 vyAsaYj           27417 vyAsaMj     
 31429 vyAhan            27422 vyAhan      
 31434 vyAhf             27425 vyAhf       
 31439 vyuccar           27430 vyuccar     
 31447 vyutTA            27436 vyutTA      
 31450 vyutpad           27438 vyutpad     
 31456 vyudas            27442 vyudas      
 31465 vyuz              ---------------
 31471 vyUh              27453 vyUh        
 31478 vye               27460 vye         
 31483 vraj              27464 vraj        
 31489 vraR              27469 vraR        
 31494 vratayati         27473 vratayati   
 31498 vraSc             27478 vraSc       
 31505 vrI               27485 vrI         
 31506 vrIq              27486 vrIq        
 31511 vrIs              27490 vrIs        
 31514 vruq              27492 vruq        
 31516 vrUz              ---------------
 ---------------      27493 vrUs        
 31518 vlI               27495 vlI         
 31520 vlekz             27496 vlekz       
 31525 SaMs              27500 SaMs        
 31534 Sak               27507 Sak         
 31544 SakalIkf          27515 SakalIkf    
 31575 SaNk              27543 SaMk        
 31592 Sac               27560 Sac         
 31594 SaYc              27562 SaMc        
 31595 Saw               27563 Saw         
 31600 SaW               27568 SaW         
 31602 SaR               27570 SaR         
 31606 SaRq              27574 SaMq        
 31627 Sad               27593 Sad         
 31641 Sap               27604 Sap         
 31653 Sabd              27613 Sabd        
 31656 SabdAyate         27616 SabdAyate   
 31659 Sam               27619 Sam         
 31674 Samb              27630 SaMb        
 31735 Sarb              27684 Sarb        
 31742 Sarv              27690 Sarv        
 31749 Sal               27697 Sal         
 31763 SalB              27710 SalB        
 31769 Sall              27715 Sall        
 31774 Sav               27720 Sav         
 31780 SaS               27725 SaS         
 31786 Saz               27731 Saz         
 31789 Sas               27734 Sas         
 31834 SAK               27774 SAK         
 31852 SAq               ---------------
 31876 SAn               27806 SAn         
 31917 SAr               27840 SAr         
 31951 SAl               27863 SAl         
 31997 SAs               27898 SAs         
 32011 Si                27912 Si          
 32018 Sikz              27919 Sikz        
 32040 SiNK              27939 SiMK        
 32041 SiNG              27940 SiMG        
 32047 SiYj              27945 SiMj        
 32053 Siw               27951 Siw         
 32060 SiTilayati        27956 SiTilayati  
 32061 SiTilAyate        27957 SiTilAyate  
 32088 Sil               27984 Sil         
 32122 Siz               28011 Siz         
 32131 SI                28016 SI          
 32133 SIk               28018 SIk         
 32137 SIGrAyate         28022 SIGrAyate   
 32152 SItIBU            ---------------
 32158 SIB               28039 SIB         
 32170 SIl               28048 SIl         
 32177 Su                ---------------
 32180 Suk               28054 Suk         
 32197 Suc               28071 Suc         
 32203 SucIyati          28076 SucIyati    
 32204 Sucy              28077 Sucy        
 32207 SuW               28080 SuW         
 32209 SuRW              28081 SuMW        
 32211 SuRq              28083 SuMq        
 32221 SuD               28092 SuD         
 32224 Sun               28095 Sun         
 32232 SunD              28102 SuMD        
 32236 SuB               28106 SuB         
 32247 SumB              28116 SuMB        
 32249 Sur               28118 Sur         
 32250 Sulk              28119 Sulk        
 32253 Sulv              28122 Sulv        
 32261 Suz               28129 Suz         
 32289 SUr               28155 SUr         
 32293 SUrp              28159 SUrp        
 32298 SUl               28163 SUl         
 32307 SUz               28172 SUz         
 32334 SfD               28196 SfD         
 32337 SF                28199 SF          
 32338 Sek               ---------------
 32347 Sel               28205 Sel         
 32349 Sev               ---------------
 32395 So                28241 So          
 32405 SoR               28251 SoR         
 32444 SOw               28283 SOw         
 32447 SOq               28286 SOq         
 32478 Scyut             28312 Scyut       
 32487 SmIl              28321 SmIl        
 32498 SyAmAyate         28332 SyAmAyate   
 32507 SyE               28341 SyE         
 32511 SraNk             28344 SraMk       
 32512 SraNg             28345 SraMg       
 32513 SraR              28346 SraR        
 32515 SraT              28348 SraT        
 32519 SradDA            28350 SradDA      
 32525 SranT             28354 SraMT       
 32531 Sram              28360 Sram        
 32534 SramaRAyate       28363 SramaRAyate 
 32536 SramB             28365 SraMB       
 32542 Sravasyati        28371 Sravasyati  
 32546 SrA               28374 SrA         
 32565 Sri               28392 Sri         
 32569 Sriz              28395 Sriz        
 32570 SrI               28396 SrI         
 32576 Sru               28402 Sru         
 32588 SreRIBU           28413 SreRIBU     
 32596 SrE               28419 SrE         
 32598 SroR              28421 SroR        
 32611 SlaNk             28434 SlaMk       
 32612 SlaNg             28435 SlaMg       
 32613 SlaT              28436 SlaT        
 32615 SlAK              28438 SlAK        
 32616 SlAG              28439 SlAG        
 32624 Sliz              28446 Sliz        
 32641 Slok              28460 Slok        
 32643 Slokayati         28462 Slokayati   
 32645 SloR              28463 SloR        
 32647 SvaNk             28465 SvaMk       
 32648 Svac              28466 Svac        
 32649 Svaj              28467 Svaj        
 32650 SvaW              28468 SvaW        
 32651 SvaRW             28469 SvaMW       
 32654 SvaBr             28471 SvaBr       
 32661 Sval              28476 Sval        
 32662 Svalk             28477 Svalk       
 32663 Svall             28478 Svall       
 32668 Svas              28483 Svas        
 32676 Svi               28490 Svi         
 32686 Svit              28499 Svit        
 32699 Svind             28511 SviMd       
 32738 zWiv              28545 zWiv        
 32741 zvakk             28548 zvakk       
 32744 saMyaj            28551 saMyaj      
 32745 saMyat            28552 saMyat      
 32749 saMyam            28555 saMyam      
 32758 saMyA             28563 saMyA       
 32763 saMyuj            28568 saMyuj      
 32773 saMrakz           28576 saMrakz     
 32777 saMraYj           28579 saMraMj     
 32780 saMraB            28582 saMraB      
 32784 saMram            ---------------
 32785 saMrAD            28586 saMrAD      
 32792 saMruD            28591 saMruD      
 32796 saMruh            28595 saMruh      
 32800 saMlakz           28597 saMlakz     
 32803 saMlap            28600 saMlap      
 32807 saMliK            28604 saMliK      
 32809 saMlI             28606 saMlI       
 32813 saMluq            28610 saMluq      
 32819 saMvad            28614 saMvad      
 32829 saMvarmay         ---------------
 32833 saMvas            28624 saMvas      
 32836 saMvah            28627 saMvah      
 32845 saMvij            28634 saMvij      
 32849 saMvid            28637 saMvid      
 32859 saMviDA           28645 saMviDA     
 32864 saMviBaj          28649 saMviBaj    
 32868 saMviBA           ---------------
 32869 saMviS            28652 saMviS      
 32874 saMvIj            ---------------
 32876 saMvf             28658 saMvf       
 32883 saMvft            28665 saMvft      
 32891 saMvfD            28672 saMvfD      
 32899 saMvyas           ---------------
 32902 saMvye            28679 saMvye      
 32907 saMSam            28684 saMSam      
 32912 saMSI             28687 saMSI       
 32918 saMSuD            28692 saMSuD      
 32925 saMSri            28698 saMSri      
 32929 saMSru            28701 saMSru      
 32934 saMSliz           28705 saMSliz     
 32939 saMsaYj           ---------------
 32943 saMsad            28713 saMsad      
 32950 saMsiD            28717 saMsiD      
 32954 saMsUc            28720 saMsUc      
 32956 saMsf             28722 saMsf       
 32961 saMsfj            28727 saMsfj      
 32970 saMsfp            28735 saMsfp      
 32975 saMsev            ---------------
 32977 saMskf            28740 saMskf      
 32986 saMstamB          28746 saMstaMB    
 32990 saMstu            28749 saMstu      
 32996 saMstf            28755 saMstf      
 33001 saMsTA            28759 saMsTA      
 33010 saMspfS           28768 saMspfS     
 33017 saMsmf            28775 saMsmf      
 33023 saMhan            28779 saMhan      
 33036 saMhf             28789 saMhf       
 33043 saMhfz            28796 saMhfz      
 33086 saKIyati          28833 saKIyati    
 33088 sag               28835 sag         
 33098 saG               28843 saG         
 33100 saMkaT            28845 saMkaT      
 33105 saMkal            28848 saMkal      
 33117 saMkuc            28857 saMkuc      
 33123 saMkf             28863 saMkf       
 33124 saMkfz            28864 saMkfz      
 33126 saMkF             28866 saMkF       
 33132 saMkFt            28871 saMkFt      
 33134 saMkxp            28873 saMkxp      
 33143 saMketayati       28879 saMketayati 
 33147 saMkram           28882 saMkram     
 33153 saMkrIq           28888 saMkrIq     
 33160 saMkzi            28892 saMkzi      
 33162 saMkzip           28894 saMkzip     
 33167 saMkzuB           28899 saMkzuB     
 33171 saMKyA            28902 saMKyA      
 33181 saMgam            28911 saMgam      
 33194 saMgF             28921 saMgF       
 33196 saMgE             28923 saMgE       
 33201 saMgrah           28927 saMgrah     
 33209 saMgrAm           ---------------
 33212 saMGaw            28937 saMGaw      
 33214 saMGaww           28939 saMGaww     
 33223 saMGuz            28945 saMGuz      
 33225 saMGfz            28947 saMGfz      
 33228 sac               28949 sac         
 33252 sajj              ---------------
 33257 sajjIkf           28973 sajjIkf     
 33258 sajjIBU           28974 sajjIBU     
 33265 saMcar            28979 saMcar      
 33274 saMcal            28988 saMcal      
 33281 saMci             28993 saMci       
 33287 saMcint           28999 saMciMt     
 33290 saMcUrR           29002 saMcUrR     
 33293 saMCad            29004 saMCad      
 33297 saMCid            29007 saMCid      
 33300 saYj              29009 saMj        
 33302 saMjan            29010 saMjan      
 33306 saMjap            ---------------
 33308 saMjalp           29014 saMjalp     
 33314 saMjIv            29018 saMjIv      
 33316 saMjYA            29020 saMjYA      
 33332 saw               29032 saw         
 33337 saww              29036 saww        
 33341 saW               29039 saW         
 33383 satyAkf           29070 satyAkf     
 33386 satr              ---------------
 33370 satrAyate         29058 satrAyate   
 33393 sad               29078 sad         
 33426 san               29105 san         
 33437 sanATIkf          ---------------
 33453 saMtakz           29124 saMtakz     
 33455 saMtan            29126 saMtan      
 33461 saMtap            29132 saMtap      
 33467 saMtam            29138 saMtam      
 33474 saMtud            ---------------
 33475 saMtuz            29144 saMtuz      
 33481 saMtF             29149 saMtF       
 33484 saMtyaj           29151 saMtyaj     
 33487 saMtras           29154 saMtras     
 33489 saMdaMS           29156 saMdaMS     
 33495 saMdah            29161 saMdah      
 33506 saMdiS            29168 saMdiS      
 33510 saMdih            29172 saMdih      
 33517 saMdIp            29177 saMdIp      
 33520 saMduz            29180 saMduz      
 33524 saMduh            ---------------
 33525 saMdfB            29184 saMdfB      
 33528 saMdfS            29186 saMdfS      
 33534 saMDA             29190 saMDA       
 33552 saMDukz           29204 saMDukz     
 33555 saMDf             29207 saMDf       
 33563 saMnam            29213 saMnam      
 33567 saMnah            29217 saMnah      
 33577 saMniDA           29226 saMniDA     
 33581 saMnipat          29229 saMnipat    
 33600 saMniviS          29238 saMniviS    
 33604 saMnivft          29241 saMnivft    
 33609 saMnI             29245 saMnI       
 33611 saMnyas           29247 saMnyas     
 33616 sap               29252 sap         
 33622 sapatrAkf         29257 sapatrAkf   
 33679 saBAj             29287 saBAj       
 33686 sam               29293 sam         
 33694 samaj             29300 samaj       
 33698 samatikram        29304 samatikram  
 33701 samatI            29306 samatI      
 33705 samaDigam         29310 samaDigam   
 33710 samanujYA         29313 samanujYA   
 33716 samanvi           29317 samanvi     
 33734 samarT            29331 samarT      
 33753 samavasTA         29345 samavasTA   
 33758 samave            29349 samave      
 33763 samaS             29353 samaS       
 33766 samas             29355 samas       
 33776 samAkfz           29362 samAkfz     
 33778 samAkram          29364 samAkram    
 33783 samAKyA           29366 samAKyA     
 33793 samAcar           29375 samAcar     
 33799 samAjYA           29380 samAjYA     
 33803 samAdA            29382 samAdA      
 33806 samAdiS           29384 samAdiS     
 33809 samADA            29386 samADA      
 33818 samAnayati        29393 samAnayati  
 33819 samAnI            29394 samAnI      
 33822 samAp             29396 samAp       
 33832 samApad           29403 samApad     
 33842 samAmnA           29411 samAmnA     
 33851 samAyuj           29416 samAyuj     
 33856 samAraB           29420 samAraB     
 33859 samAruh           29423 samAruh     
 33867 samAlaB           29427 samAlaB     
 33871 samAlamb          29429 samAlaMb    
 33879 samAvas           29433 samAvas     
 33884 samAviS           29436 samAviS     
 33888 samAvf            29439 samAvf      
 33890 samAvft           29441 samAvft     
 33895 samASri           29445 samASri     
 33900 samASvas          29448 samASvas    
 33907 samAsaYj          29452 samAsaMj    
 33912 samAsad           29457 samAsad     
 33916 samAhf            29459 samAhf      
 33925 samAhve           29466 samAhve     
 33931 sami              29471 sami        
 33939 saminD            29479 samiMD      
 33948 samIkf            29487 samIkf      
 33953 samIkz            29490 samIkz      
 33952 samIyate          29489 samIyate    
 33973 samIh             29506 samIh       
 33981 samucci           29512 samucci     
 33983 samucCid          29514 samucCid    
 33986 samucCri          29516 samucCri    
 33992 samujjfmB         29520 samujjfMB   
 33998 samutkram         29524 samutkram   
 34003 samutTA           29527 samutTA     
 34007 samutpaw          29531 samutpaw    
 34009 samutpat          29533 samutpat    
 34011 samutpad          29535 samutpad    
 34031 samudi            29550 samudi      
 34036 samudgam          29554 samudgam    
 34045 samudDf           29562 samudDf     
 34056 samudvah          29571 samudvah    
 34061 samund            29575 samuMd      
 34064 samunnam          29578 samunnam    
 34068 samunnah          29581 samunnah    
 34072 samunnI           29583 samunnI     
 34080 samupaviS         29589 samupaviS   
 34084 samupasTA         29592 samupasTA   
 34091 samupe            29596 samupe      
 34095 samullas          29599 samullas    
 34101 samUh             29604 samUh       
 34106 samf              29609 samf        
 34107 samfD             29610 samfD       
 34110 same              29613 same        
 34112 sameD             29615 sameD       
 34116 saMpaW            ---------------
 34118 saMpat            29617 saMpat      
 34122 saMpad            29621 saMpad      
 34129 saMpare           29627 saMpare     
 34138 saMpiz            29634 saMpiz      
 34140 saMpIq            29636 saMpIq      
 34147 saMpUj            29642 saMpUj      
 34152 saMpfc            29645 saMpfc      
 34161 saMpratipad       29652 saMpratipad 
 34168 saMpratI          29656 saMpratI    
 34173 saMpradA          29661 saMpradA    
 34179 saMpraDf          29667 saMpraDf    
 34181 saMprapad         29669 saMprapad   
 34193 saMprayuj         29677 saMprayuj   
 34198 saMpravad         29681 saMpravad   
 34200 saMpraviS         29683 saMpraviS   
 34202 saMpravft         29685 saMpravft   
 34212 saMprasTA         29692 saMprasTA   
 34216 saMprAp           29695 saMprAp     
 34219 saMprI            29697 saMprI      
 34222 saMprekz          29699 saMprekz    
 34227 saMplu            29704 saMplu      
 34233 saMb              29709 saMb        
 34235 saMbanD           29711 saMbaMD     
 34242 saMbAD            29718 saMbAD      
 34246 saMbuD            29721 saMbuD      
 34253 saMBaj            29727 saMBaj      
 34259 saMBAlayati       ---------------
 34260 saMBAz            29733 saMBAz      
 34264 saMBid            29737 saMBid      
 34267 saMBuj            29740 saMBuj      
 34276 saMBU             29746 saMBU       
 34286 saMBf             29754 saMBf       
 34290 saMBram           29758 saMBram     
 34295 saMmad            29761 saMmad      
 34299 saMman            29765 saMman      
 34304 saMmantr          29770 saMmaMtr    
 34309 saMmA             29773 saMmA       
 34312 saMmil            29775 saMmil      
 34318 saMmIl            29780 saMmIl      
 34323 saMmurcC          29784 saMmurcC    
 34327 saMmuh            29786 saMmuh      
 34333 saMmfj            29791 saMmfj      
 34339 saMmfd            29797 saMmfd      
 34346 say               29802 say         
 34401 sarj              29848 sarj        
 34418 sarb              29861 sarb        
 34420 sarv              29863 sarv        
 34437 sal               29878 sal         
 34496 saSc              29920 saSc        
 34499 saSv              ---------------
 34500 sas               29923 sas         
 34515 sah               29936 sah         
 34629 sAw               30015 sAw         
 34659 sAD               30037 sAD         
 34664 sADanIkf          ---------------
 34665 sADanIBU          ---------------
 34678 sADAraRIkf        30052 sADAraRIkf  
 34679 sADAraRIBU        ---------------
 34714 sAntv             30076 sAMtv       
 34752 sAm               30102 sAm         
 34974 si                30260 si          
 34993 sic               30276 sic         
 35003 siw               30283 siw         
 35008 siD               30288 siD         
 35033 sinv              30311 sinv        
 35037 simisimAyate      30315 simisimAyate
 35043 sil               ---------------
 35046 siv               30319 siv         
 35057 sIk               30326 sIk         
 35070 sImantayati       30339 sImaMtayati 
 35087 su                30352 su          
 35090 suK               30354 suK         
 35093 suKayati          30357 suKayati    
 35094 suKAkf            30358 suKAkf      
 35096 suKAyate          30359 suKAyate    
 35100 sujUz             ---------------
 35103 suww              30364 suww        
 35112 sutIyati          30373 sutIyati    
 35134 sur               30391 sur         
 35166 suh               ---------------
 35168 sU                30417 sU          
 35174 sUc               30422 sUc         
 35199 sUtr              30445 sUtr        
 35207 sUd               30453 sUd         
 35223 sUr               30465 sUr         
 35231 sUrkz             30473 sUrkz       
 35241 sUrkz             ---------------
 35239 sUryAy            ---------------
 35243 sUz               30480 sUz         
 35247 sf                30483 sf          
 35264 sfj               30499 sfj         
 35278 sfp               30511 sfp         
 35284 sfB               30516 sfB         
 35286 sF                30518 sF          
 35288 sek               30519 sek         
 35315 sel               30542 sel         
 35316 sev               30543 sev         
 35332 sE                30555 sE          
 35362 so                30575 so          
 35553 skand             30707 skaMd       
 35554 skand             30708 skaMd       
 35562 skanD             30713 skaMD       
 35567 skamB             30718 skaMB       
 35572 sku               30723 sku         
 35573 skund             30724 skuMd       
 35574 skumB             30725 skuMB       
 35576 sKad              30726 sKad        
 35578 sKal              30728 sKal        
 35581 sKuq              30731 sKuq        
 35582 stak              30732 stak        
 35584 stan              30733 stan        
 35600 stam              30748 stam        
 35604 stamB             30751 staMB       
 35618 starIkf           ---------------
 35631 stiG              30768 stiG        
 35632 stip              30769 stip        
 35635 stim              30771 stim        
 35639 stu               30775 stu         
 35646 stuc              30781 stuc        
 35648 stuB              30783 stuB        
 35650 stumB             30785 stuMB       
 35653 stUp              30786 stUp        
 35655 stf               30788 stf         
 35658 stfkz             30791 stfkz       
 35659 stfh              30792 stfh        
 35660 stF               30793 stF         
 35661 sten              30794 sten        
 35667 step              30800 step        
 35669 stE               30802 stE         
 35679 stom              ---------------
 35681 stomayati         30813 stomayati   
 35686 styE              30817 styE        
 35695 sTag              30826 sTag        
 35709 sTal              30837 sTal        
 35718 sTA               30846 sTA         
 35743 sTAyIBU           30864 sTAyIBU     
 35767 sTuq              30882 sTuq        
 35774 sTUl              ---------------
 35779 sTUlayati         30890 sTUlayati   
 35793 snas              30902 snas        
 35795 snA               30904 snA         
 35812 sniw              30916 sniw        
 35813 snih              30917 snih        
 35817 snu               30921 snu         
 35823 snus              30926 snus        
 35824 snuh              30927 snuh        
 35833 snE               30935 snE         
 35835 spand             30937 spaMd       
 35840 sparD             30941 sparD       
 35847 sparS             30946 sparS       
 35855 sparz             30952 sparz       
 35856 spaS              30953 spaS        
 35859 spazwayati        30956 spazwayati  
 35862 spf               30957 spf         
 35865 spfS              30958 spfS        
 35874 spfh              30965 spfh        
 35881 spF               30972 spF         
 35884 sPaw              30974 sPaw        
 35891 sPaRw             30980 sPaMw       
 35892 sPaRq             30981 sPaMq       
 35900 sPAy              30989 sPAy        
 35908 sPAl              30984 sPAl        
 35912 sPiw              30999 sPiw        
 35913 sPiww             31000 sPiww       
 35915 sPuw              31002 sPuw        
 35922 sPuww             31008 sPuww       
 35923 sPuq              31009 sPuq        
 35924 sPuRw             31010 sPuMw       
 35925 sPuRq             31011 sPuMq       
 35927 sPur              31013 sPur        
 35933 sPurcC            31018 sPurcC      
 35934 sPurj             31019 sPurj       
 35941 sPul              31024 sPul        
 35971 smi               31049 smi         
 35978 smiw              31053 smiw        
 35979 smIl              31054 smIl        
 35980 smf               31055 smf         
 35985 syand             31059 syaMd       
 35993 syam              31067 syam        
 36006 sraMs             31079 sraMs       
 36012 sraMh             31085 sraMh       
 36016 srajayati         31088 srajayati   
 36020 sramB             31091 sraMB       
 36034 sriD              31101 sriD        
 36035 sriB              31102 sriB        
 36036 srimB             31103 sriMB       
 36037 sriv              31104 sriv        
 36038 sru               31105 sru         
 36048 srek              31115 srek        
 36049 srE               31116 srE         
 36060 svaMg             31126 svaMg       
 36063 svaYj             31128 svaMj       
 36066 svaW              31131 svaW        
 36068 svad              31132 svad        
 36074 svan              31137 svan        
 36079 svap              31142 svap        
 36088 svar              31148 svar        
 36104 svart             ---------------
 36105 svard             31161 svard       
 36106 sval              31162 sval        
 36114 svask             31170 svask       
 36164 svASliz           ---------------
 36169 svid              31210 svid        
 36175 svIkf             31212 svIkf       
 36178 svurcC            31215 svurcC      
 36179 svf               31216 svf         
 36180 svF               31217 svF         
 36181 svek              31218 svek        
 36208 haw               31237 haw         
 36211 haW               31240 haW         
 36222 had               31248 had         
 36225 han               31251 han         
 36248 hamm              ---------------
 36249 hay               31269 hay         
 36284 hary              31297 hary        
 36292 hal               31305 hal         
 36325 has               31330 has         
 36350 hA                31352 hA          
 36408 hi                31398 hi          
 36409 hiMs              31399 hiMs        
 36423 hikk              31411 hikk        
 36437 hiRq              31423 hiMq        
 36461 himb              ---------------
 36471 hil               31450 hil         
 36489 hu                31462 hu          
 36492 huq               31465 huq         
 36498 huRq              31470 huMq        
 36506 hurcC             31473 hurcC       
 36508 hul               31475 hul         
 36515 hUq               31479 hUq         
 36522 hf                31486 hf          
 36526 hfRIyate          31490 hfRIyate    
 36539 hfz               31499 hfz         
 36548 heW               31506 heW         
 36550 heq               31508 heq         
 36572 hel               31528 hel         
 36583 hez               31536 hez         
 36604 hoq               31554 hoq         
 36629 hOq               31575 hOq         
 36634 hnu               31579 hnu         
 36637 hmal              31582 hmal        
 36641 hrag              31586 hrag        
 36646 hrap              31591 hrap        
 36647 hras              31592 hras        
 36657 hrAd              31601 hrAd        
 36665 hrI               31607 hrI         
 36673 hrIC              31613 hrIC        
 36675 hruq              31615 hruq        
 36676 hrep              31616 hrep        
 36677 hrez              31617 hrez        
 36681 hrOq              31619 hrOq        
 36682 hlag              31620 hlag        
 36684 hlap              31622 hlap        
 36685 hlas              31623 hlas        
 36686 hlAd              31624 hlAd        
 36694 hval              31630 hval        
 36697 hvf               31631 hvf         
 36700 hve               31632 hve         
